0,1,2,3,4
856,188,2049,188,None
857,154,2045,154,None
858,146,2049,146,None
859,177,2047,177,None
860,163,2053,163,None
861,165,2047,165,None
862,167,2047,167,None
863,190,2049,190,None
864,174,2045,174,None
865,158,2045,158,None
866,153,2047,153,None
867,165,2043,165,None
868,172,2049,172,None
869,164,2045,164,None
870,164,2049,164,None
871,191,2047,191,None
872,168,2049,168,None
873,145,2047,145,None
874,166,2045,166,None
875,133,2043,133,None
876,177,2047,177,None
877,113,2047,113,None
878,162,2045,162,None
879,177,2047,177,None
880,180,2049,180,None
881,156,2049,156,None
882,174,2049,174,None
883,193,2043,193,None
884,184,2049,184,None
885,190,2051,190,None
886,173,2041,173,None
887,171,2047,171,None
888,173,2053,173,None
889,174,2049,174,None
890,201,2047,201,None
891,180,2045,180,None
892,187,2043,187,None
893,214,2049,214,None
894,213,2047,213,None
895,174,2051,174,None
896,172,2049,172,None
897,160,2047,160,None
898,205,2053,205,None
899,211,2043,211,None
900,176,2049,176,None
901,182,2049,182,None
902,195,2047,195,None
903,220,2041,220,None
904,200,2049,200,None
905,214,2045,214,None
906,191,2047,191,None
907,188,2049,188,None
908,166,2045,166,None
909,194,2049,194,None
910,181,2047,181,None
911,189,2047,189,None
912,196,2045,196,None
913,213,2047,213,None
914,199,2047,199,None
915,217,2047,217,None
916,184,2049,184,None
917,188,2045,188,None
918,198,2049,198,None
919,186,2049,186,None
920,183,2053,183,None
921,227,2047,227,None
922,194,2049,194,None
923,205,2047,205,None
924,174,2049,174,None
925,194,2045,194,None
926,183,2047,183,None
927,188,2045,188,None
928,190,2045,190,None
929,177,2047,177,None
930,174,2049,174,None
931,174,2049,174,None
932,195,2047,195,None
933,172,2049,172,None
934,198,2049,198,None
935,196,2049,196,None
936,184,2045,184,None
937,168,2049,168,None
938,176,2045,176,None
939,165,2047,165,None
940,171,2047,171,None
941,182,2049,182,None
942,192,2049,192,None
943,176,2049,176,None
944,175,2043,175,None
945,181,2047,181,None
946,161,2031,161,None
947,180,2045,180,None
948,158,2049,158,None
949,181,2047,181,None
950,183,2047,183,None
951,155,2047,155,None
952,195,2047,195,None
953,187,2047,187,None
954,184,2045,184,None
955,202,2049,202,None
956,215,2039,215,None
957,192,2041,192,None
958,206,2049,206,None
959,194,2049,194,None
960,194,2049,194,None
961,186,2049,186,None
962,194,2049,194,None
963,187,2047,187,None
964,237,2047,237,None
965,182,2049,182,None
966,193,2047,193,None
967,187,2047,187,None
968,189,2053,189,None
969,192,2049,192,None
970,203,2047,203,None
971,205,2047,205,None
972,200,2049,200,None
973,220,2049,220,None
974,212,2045,212,None
975,208,2049,208,None
976,196,2049,196,None
977,188,2045,188,None
978,219,2047,219,None
979,215,2047,215,None
980,202,2037,202,None
981,206,2041,206,None
982,209,2047,209,None
983,212,2051,212,None
984,212,2049,212,None
985,210,2049,210,None
986,180,2041,180,None
987,198,2049,198,None
988,185,2047,185,None
989,180,2045,180,None
990,165,2047,165,None
991,191,2047,191,None
992,182,2049,182,None
993,186,2049,186,None
994,187,2047,187,None
995,202,2045,202,None
996,167,2047,167,None
997,208,2049,208,None
998,207,2049,207,None
999,198,2041,198,None
